complex_id,source,protein_hash,length_aa
PAIR:422db72c6b1ee23b20a3e0b5fade43c86f1393de767aca56fbd29105ed9e6c0b,NPInter binding-site,16df3ed2624e19bbc1f230f94eb02d646ab6ddc900050cdec0ddf99c4b04e13e,486
PAIR:9a033e139cd228aa4d9d387fb08384a1102d4e84431e44b4080ebc190214802f,NPInter 主表,b7b1f0c8befd3b79a2858fab25ea2b1896747cd28b13edc88a13969b60adfe9e,711
PAIR:1120367ab30c3982e630a82a66661a000b9b9f933d2c9b8d85289b9b2f3841f7,NPInter binding-site,73547a69d726efb783ce8222384bf9212100cb2606bff9ea7996c8b138f4f303,213
PAIR:883423b8dd883ef1e8ae84e5db36148022064c13dce81714493870d59cb90e4d,NPInter 主表,e7b83e519ef6ca16d07cd477eb8474f8141c4f70b20f0ecabce334a03fa13b6b,589
PAIR:dceec494520ac04f8647b1b2e3cf17d205b5f8c5aa9991c378a7f182a5c60627,NPInter binding-site,070ee8283d84b7963db0400e059a9f5e768628e5f4625101953ccb162f66ed69,1082
PAIR:6749039ed146592f16b9ac8ec6d4e8a49955917cdf221debbbd9ff2895c3babc,NPInter binding-site,4a254ab17fd6e25c6ef061a6a774d2f2083dc87d233eddcad9727fd306e733c0,526
PAIR:5089b9393733b011092cca0342118119b839cb948c8dd9008cb62fd4e21954af,NPInter binding-site,7b11c5b47807fe00f4c20f0290106bb7382782c304c71d5f842906617a1216b0,321
PAIR:b5b41bb937dad9239aedcf195a86165e6fe181909a26bcb559530226e7e9f871,NPInter binding-site,54f637b916b4bc99b3da957f0029f5302a0a404becdc855712e13eaf50083901,353
PAIR:e28d6107efa5924e52028d47ad61fe6da13877433ec6b1d72c1d859bd0d8b685,NPInter binding-site,d53e700e6d239ae8af9ea767b63311bbf6d773032026a1c967246d1f4e663c8b,1129
PAIR:02b6e550a86bf927bc6ee2ac5d9ff59d528c2a03b38b81e857b3c2f1f3c7fdf7,NPInter binding-site,b009aa84d6f48652cd55ea26c2014aab873efce6c4db6062af95d12f0a1feed8,631
PAIR:4bd2b7a1faa3305fd17413d1b2e3906b6f07a2b1867c99c142cf7bd65040c0ab,NPInter binding-site,bdde991a41ffa7f13aa88d9a8f16475198456ef2041a1b43efcdda931ef61269,825
PAIR:8b3b52ed2701175383d5aaf061b867aa9b4e296560d2b8bf767cda356887256e,NPInter binding-site,3c29fa43d6ac2c990693312bc28d6262fa6244a10431e7277ae5201e25b1bab4,414
PAIR:caba610da78ee960969a975828cd715ee9e8b530427a208cbb9b6d6efa26bee8,NPInter 主表,d8c81a767fda82bb29a7aa451ca725ac4b4b3f5660a754489017ec60d55f4a73,306
PAIR:eb38cb1693c57dc50a07061fca7902db77b4962064cca5df622d95529d7394b2,NPInter 主表,8b36b8b3623626f203cc3ac25ffd85fe28acdede06fb3a81dfe3bf283803c6aa,446
PAIR:4aabb730046a377cf2fd577cac1233e37ba82042713f06df1a40e7e0e60d123e,NPInter 主表,3cf8129cb620c63bbdeb97d01bd5d2e33702c0395ad382e1b92fadebc9cd2017,1336
PAIR:47c2ade6331242682f55c834ac0c0f1eb409e7dac10fe2013661c2226c86cda5,NPInter 主表,205c68016d18020775123bd260c1e56d2781094bb7da8f69639b85c3a6a52c0c,1123
PAIR:0c2fe16040f83a2decd29fbb61d081c405652bd0234c855c0266314109a2ccfd,NPInter binding-site,bdde991a41ffa7f13aa88d9a8f16475198456ef2041a1b43efcdda931ef61269,825
PAIR:2caa5da3bd4ec877a84adb8e2d810e8e17d0e9819eb61ba25f8e0f5d5d76320d,NPInter binding-site,e7b83e519ef6ca16d07cd477eb8474f8141c4f70b20f0ecabce334a03fa13b6b,589
PAIR:a97a65cd0b1a1d150aaea6fc60b806aa62db68df82195615a551f7fe154bab2c,NPInter binding-site,b85d7e4ff7db6cd0b25d7a9571aad34875a1fd0bb855943a32b5b65aaece7880,548
PAIR:4b6a691f3c93642d2c2591841166560d6f2e17ba82897098983e90ae26810d10,NPInter binding-site,7936a5a915944e44b9feaf803400283988ea53c14d877e78053209f31b7c85e6,483
PAIR:3370800c1ed4ecf2f84f3fa24da141e3a9d1ac2d6b7c12aab45e73efee4c02a2,NPInter binding-site,e9dfe3add14d17a938d9a42fa9356ddc680181c6d3029b216f9a4577c92b8cb4,577
PAIR:924e01bd541b649e9dc5d96e49efcd8b3081fd070d0db4c6b003455971da3716,NPInter binding-site,54f637b916b4bc99b3da957f0029f5302a0a404becdc855712e13eaf50083901,353
PAIR:d93078e809b811f74adb0fa7aa339e18c46de74cf4b6e12d8b6afa6653d9085e,NPInter 主表,3cf8129cb620c63bbdeb97d01bd5d2e33702c0395ad382e1b92fadebc9cd2017,1336
PAIR:479fe210e6c80f59176dae91656cea19ecf1c20a08cea6997779bdea8fdd22d8,NPInter binding-site,d50486ee0e1541e0b5cc55502add877912624ce009897e19c42ac0e1ca74c32a,463
PAIR:d5b394334406c4023d8ce2ce2795a7d7f35d39c9181502d7cdc891503d3ced34,NPInter 主表,404b4e7b1d0ed17cd02850d67a59d3574c9a4cd962d7faa23a4b2b15937f5c5c,773
PAIR:14bbc161a4a9e69cfc89abac3772ae6c10ec9fdb52cda27a7935c6e9566f806f,NPInter 主表,3f9af6907ab151112248497b3aad251d993cc9c76a2ff8a6b5c7bdaacadba840,341
PAIR:07612a00d9907f2c9e9cf5c0de0ee3b277a27c039af4a05026d93e24eb1faae3,NPInter binding-site,7b11c5b47807fe00f4c20f0290106bb7382782c304c71d5f842906617a1216b0,321
PAIR:a1784cc79075148b2f164745a6ad60701c9e0e31b96ca21cbfeaf4f5f799aa0f,NPInter binding-site,5027cd79ae00ec6b79cc187bc13d95a3f0abbf588e16a2765db0009366148c92,314
PAIR:e73a8390d6f27f68a3ac5ec824b823604ff3883961b52002a1434ec63bc48b0b,NPInter 主表,27de9ad3831d4b8712fea8c5edcf7f89de9b16d915e147994419b6874c948f88,386
PAIR:3180f028d980bf992659b6de1eb5dddc56b4ec26d063d368a1473d61d00f7c12,NPInter 主表,7b11c5b47807fe00f4c20f0290106bb7382782c304c71d5f842906617a1216b0,321
PAIR:7d7ac90a7efd6c236dbb646dffd6be0014b1689a4f136bb086ccdab9a344ca22,NPInter binding-site,8b36b8b3623626f203cc3ac25ffd85fe28acdede06fb3a81dfe3bf283803c6aa,446
PAIR:5317fe5760781299e1591744db50152766890a05da9b2aabb54ed97cb81424e5,NPInter binding-site,54f637b916b4bc99b3da957f0029f5302a0a404becdc855712e13eaf50083901,353
PAIR:9b83be2edb87453d8739a2f614d1538ef2d04381bb5aaefdf7d0abf5674df911,NPInter binding-site,38007c86c8964651573614630370c28d12e674fbbfd29ef28f32aad9ff298b37,894
PAIR:c52adad9160d1408bcea8687ea238fb78b8a48f31d65aa22765f7b2b9b4fb17c,NPInter binding-site,022c267c8428b62788b29f05279a1243080b944a7d58045a0c103edd1af36027,505
PAIR:17693a696f50e2f36e81cb5aebe677444886d8ab9425b8a7f04f3cfd340669b4,NPInter binding-site,b7b1f0c8befd3b79a2858fab25ea2b1896747cd28b13edc88a13969b60adfe9e,711
PAIR:7c46e75f6af056e21f210509a6ccc181921c5f29f8c32ba7d94ba26ca4c90136,NPInter 主表,0dc9f286fbf1368a5715f64d7fbe78ef12fafb76a89363f840ef946f61050f8f,616
PAIR:a6c4fc32bbed52fc176ce41a7d062696cda776d3f8a38c9efd368ed4e5da9f4e,NPInter 主表,3f9af6907ab151112248497b3aad251d993cc9c76a2ff8a6b5c7bdaacadba840,341
PAIR:544b25f69b48a923a79af73f6b1bc72da794e1bded5e9aefc9ffdd965906f439,NPInter binding-site,2c713580de5fe9f38fa24b7bf5faae264a15f27aa9a5998634ba1fffd40e721b,714
PAIR:4b3ccae6f4708c34e85c513748211fb9476622fafeb4b84c74dd7d8a4312e33e,NPInter 主表,5ec90b937f38e6859645039f0d3418f863a952bd7e8a2c160ba5a63bc24b36ad,250
PAIR:699ec3f213e7ca879633eafc07ac5f14b4cf2d75b855236783310ed36d246976,NPInter binding-site,3cf8129cb620c63bbdeb97d01bd5d2e33702c0395ad382e1b92fadebc9cd2017,1336
PAIR:1d966cc81af38d2e7e48c1407fd535fdcf91de3146f8d4d0296750fd7b9810e7,NPInter binding-site,ada8e8a95a5a377ae14fef61f1feaf5d43044912f5be5ef8bbec1dbb55e93528,81
PAIR:7cbb9b2538ffab30a5d7d5a3b4dcce99a03dcf95e2e3f15d3868518d19c42303,NPInter 主表,3cf8129cb620c63bbdeb97d01bd5d2e33702c0395ad382e1b92fadebc9cd2017,1336
PAIR:850ddae0ef60698573e73a66d2ab2328c770500e63933ec1aaa9be0060e8065d,NPInter binding-site,1e889d9db72860b42f1fc14c9e85e180f58ed98c84ea1aefbd714eb3519d329a,1443
PAIR:913fec74b323a12ea8e9d9dbb55eb1917bf3c340b8686ccd7a5b52b088e88173,NPInter binding-site,d8c81a767fda82bb29a7aa451ca725ac4b4b3f5660a754489017ec60d55f4a73,306
PAIR:1b802e6e761f7ca74609a39447f1fdee010a98febdc94f4a70aa6ba6b4ad63ad,NPInter 主表,5ed5e735763d5ee7295541f32f24266389d5d3ccf7a723fb61bf4a407a7e62fa,707
PAIR:95645f882125de821716dac4e0af53d1e467445e4b3ed076bc21d2f521f16a32,NPInter 主表,1e889d9db72860b42f1fc14c9e85e180f58ed98c84ea1aefbd714eb3519d329a,1443
PAIR:1eb16ed8a8cf8451469ff079444e10ba8db7598d01f7e04cbf6aaac2a18fc56c,NPInter 主表,54f637b916b4bc99b3da957f0029f5302a0a404becdc855712e13eaf50083901,353
PAIR:d88aaf65e0228618778fe91e555de6329df61931e92ae29ce66b79f175c123c4,NPInter binding-site,7936a5a915944e44b9feaf803400283988ea53c14d877e78053209f31b7c85e6,483
PAIR:15a9bf035b8b848ff4d67c841d30572a57b8cf9712cb4463e54e3bb31eddcaf7,NPInter 主表,4a254ab17fd6e25c6ef061a6a774d2f2083dc87d233eddcad9727fd306e733c0,526
PAIR:3c0301b0f20f039f5a8f2395937f62f5d73002cce2131f581dd9e82c4646f89c,NPInter binding-site,9e62ed7fce0b01304350ed65fe685158bd77a0e9365e63398834a250c6394d1e,577
PAIR:05268c5eb85ce4a9744604d342c899a93e2bc54df8ef2f7104a5344a029bfbbc,NPInter binding-site,9e62ed7fce0b01304350ed65fe685158bd77a0e9365e63398834a250c6394d1e,577
PAIR:941ece0116e062cf638a3de19fd4fb81f9945f531fa4d49fd78613ff2d5b0731,NPInter binding-site,1de29d2a5450b57954d6324ba900569207a68bcd2f7c3e2e316ea1be2b8efac2,360
PAIR:7c487ec70cba02fc5c28bc5751e94bc3a30c9385cd7eb752db76a848326dc8f8,NPInter 主表,3cf8129cb620c63bbdeb97d01bd5d2e33702c0395ad382e1b92fadebc9cd2017,1336
PAIR:765b012dfa128372941a8abde5c038c816482d87b030c1e4752b397d4c5db6a6,NPInter binding-site,69706cd52d6f574832f2271bd3f5f0f142bbfa0b0078f9e7134f9efd8aea867b,632
PAIR:8d8df640715209c12f9070b114630cff7fddacd8744932aae236dd3926300ec7,NPInter binding-site,87386ac4315947d0ad1094d2d48cb0118f9ce61c722e2beda3c80bd0e5bebbbe,391
PAIR:eaabb1d6c03b03cf15647c08d25b07b8b3af2e28f305da89167beb700b325815,NPInter 主表,b7b1f0c8befd3b79a2858fab25ea2b1896747cd28b13edc88a13969b60adfe9e,711
PAIR:f94cdc92167d473658e0f3bba5c61132c013fca685aaa4578cf9068cd916ce2e,NPInter 主表,8969955281528046ab7f05551e18e491a0a179c953c6c4ca051e12ee588859e5,860
PAIR:f1dbc3228131cbc7496f94d693074692da6109c7cdff163d3325f0e223670c66,NPInter binding-site,3cf8129cb620c63bbdeb97d01bd5d2e33702c0395ad382e1b92fadebc9cd2017,1336
PAIR:7ca02504ce91f376c4d347cbe4eaa2e9cf0815458c1e4f4adc90dc2f30f9368c,NPInter binding-site,d53e700e6d239ae8af9ea767b63311bbf6d773032026a1c967246d1f4e663c8b,1129
PAIR:ce49a114a70f0141343799ba0e12ce79bd7a81065ca8f561f6b6f4cc9927c68b,NPInter binding-site,bdde991a41ffa7f13aa88d9a8f16475198456ef2041a1b43efcdda931ef61269,825
PAIR:40d2509d52d8019e89b852276f90d9e0ff811c1b771211f1f50381738fa9469a,NPInter binding-site,54f637b916b4bc99b3da957f0029f5302a0a404becdc855712e13eaf50083901,353
PAIR:9f029e721fa79c31311b02ce8af39e5ac73236ff5f084dfe34a36d2954918f19,NPInter binding-site,3cf8129cb620c63bbdeb97d01bd5d2e33702c0395ad382e1b92fadebc9cd2017,1336
PAIR:8709d8c02faf5693228779b94387598e7d344f051137ff728e9fe00b74ca78f7,NPInter binding-site,7936a5a915944e44b9feaf803400283988ea53c14d877e78053209f31b7c85e6,483
PAIR:cdd53dec4de3f445f45d6bcb81812c27df44c42c1d3ee4281c146c8c3dee5cb4,NPInter binding-site,3c29fa43d6ac2c990693312bc28d6262fa6244a10431e7277ae5201e25b1bab4,414
PAIR:4f015d3a677a392d1f1e8ffb027dc6a5da9634d365ec71e0793bc9cded7f38a9,NPInter binding-site,3c29fa43d6ac2c990693312bc28d6262fa6244a10431e7277ae5201e25b1bab4,414
PAIR:d4dc4e24a0df48a28624c782732e50bf16509586ea74eaff99ecb0ccf83ab3e2,NPInter 主表,593d0fc10dfc2f9f08cfd8f1de506651820579909446741910c1d22f687ff544,881
PAIR:516b8b3a03fb1e8e3ad799e93b3e507764943c87344c5b1a80cc0ba2655879aa,NPInter binding-site,d53e700e6d239ae8af9ea767b63311bbf6d773032026a1c967246d1f4e663c8b,1129
PAIR:ce43aab636cc911d54e23f04cc26c24654b6462fb0e5b527aaae3d9817bd4ec3,NPInter 主表,54f637b916b4bc99b3da957f0029f5302a0a404becdc855712e13eaf50083901,353
PAIR:b0fadd1c82dbfdbddbbac909be68a5f968074627a84841e7e86ca887dec18b5b,NPInter binding-site,d53e700e6d239ae8af9ea767b63311bbf6d773032026a1c967246d1f4e663c8b,1129
PAIR:505474807f87498056387983a4a5a2672cadc07e9416ab448454f6cb603a785a,NPInter binding-site,3c29fa43d6ac2c990693312bc28d6262fa6244a10431e7277ae5201e25b1bab4,414
PAIR:d38aa49180e621a9ac6adf1dff7da32c6aef17006b5e7e33f9e98027ce0d6be5,NPInter binding-site,7b11c5b47807fe00f4c20f0290106bb7382782c304c71d5f842906617a1216b0,321
PAIR:126e653f50d26166a4aae161598e5b682067d5a777ee8dc5c8efa598ace108a4,NPInter 主表,e7b83e519ef6ca16d07cd477eb8474f8141c4f70b20f0ecabce334a03fa13b6b,589
PAIR:bc9b1b683eeb95a96a0073af1562602b6af2d58545d47bffbf2b4bed86ce573b,NPInter binding-site,3c29fa43d6ac2c990693312bc28d6262fa6244a10431e7277ae5201e25b1bab4,414
PAIR:daab3b0fec5c5b78877e5e46ed7f7bea9fe796f0e3722f8de9e99fdea85aeefc,NPInter binding-site,d53e700e6d239ae8af9ea767b63311bbf6d773032026a1c967246d1f4e663c8b,1129
PAIR:985101107f1b00cdc799fc495ce368a0aacc7c7956fdc29260acfc5e7695138e,NPInter 主表,d19abb85e8efab173b20be101ab23c595b62aa06850b2ee738002ed7111eba69,365
PAIR:7f516c1815f54ae2e5823a712b94e8e0f536e4fc3f8ba4011ca45886b0684b6d,NPInter binding-site,d19abb85e8efab173b20be101ab23c595b62aa06850b2ee738002ed7111eba69,365
PAIR:aa7a87775f1e8311132a7535dae79cfb17ac333dc060562730ef4ae5e17a218c,NPInter binding-site,fd19b5ff83afac35c7eb51d5e79d6991972944391afa5d875bf60ac155f40089,471
PAIR:15c73b32807328dc2e77162d4d721c99d8c742730e88caa3e8321741143c5d57,NPInter 主表,3cf8129cb620c63bbdeb97d01bd5d2e33702c0395ad382e1b92fadebc9cd2017,1336
PAIR:bd7815b72ad3b11deaa277d90d0293c4617c30e9687fd85a558c2bb02a0757c8,NPInter 主表,c4825fecc4bc380e5bce3a3e3e9e00e83acbca438fbf1428a50d5b8fbd77cbb7,599
PAIR:01095b12201aca6b6c6a2a16baf0538a41e454841182a715fb0fa68b0db59a7c,NPInter binding-site,d53e700e6d239ae8af9ea767b63311bbf6d773032026a1c967246d1f4e663c8b,1129
PAIR:883c12f3084591c263dab88507b2fe6d61d68f7ddff58a5951ba3c1ecb99896a,NPInter 主表,870ae94170315b2a215d01f49aef0e59f0022145798d3431d0eb2612cb3bb87d,977
PAIR:d79b4df3b42498c3a0c9c1dbd09a9213ea9f10e140db538c9dda80f6a3f70835,NPInter 主表,3cf8129cb620c63bbdeb97d01bd5d2e33702c0395ad382e1b92fadebc9cd2017,1336
PAIR:440d78e015ceb5813707671131e951a1dd52aa74107da4b185032de9100df81d,NPInter binding-site,d53e700e6d239ae8af9ea767b63311bbf6d773032026a1c967246d1f4e663c8b,1129
PAIR:37ea8f3cc0443d77ebb2b5595d58a90a3d16035ab74f375653dab934c514cb3d,NPInter binding-site,4a254ab17fd6e25c6ef061a6a774d2f2083dc87d233eddcad9727fd306e733c0,526
PAIR:4a4c5ad06a10e795c99aef3b3c40268d13ead499e897ff8032bf4ae57376ac94,NPInter binding-site,d8c81a767fda82bb29a7aa451ca725ac4b4b3f5660a754489017ec60d55f4a73,306
PAIR:7352ed35748700cc24befbadac41868fff614571071681afe6d86fdaca22d8d6,NPInter 主表,9fe72522f21ef73d3cb27a82fb3d198f1c871bca25715a5049ce11c8653f9956,478
PAIR:c276e9d04efbb0168fffb287a99dbf5ef884b42653a09be3d59de3551aa945e7,NPInter 主表,e295146d6988d3c1648023ff523b8c0f0979e2088ebf7a8b266bdcb2193f6ad2,810
PAIR:2a0045a2a9134d8d4c53e8a3d19ac1e9c0095d22b9f932619cde81b3e3217b99,NPInter binding-site,3c29fa43d6ac2c990693312bc28d6262fa6244a10431e7277ae5201e25b1bab4,414
PAIR:5e17cdd945245e88edab7053237c04900a3d3a43369ae94954327d2945a6198c,NPInter binding-site,3c29fa43d6ac2c990693312bc28d6262fa6244a10431e7277ae5201e25b1bab4,414
PAIR:78c74a9d0d797b4d8b7b245c01be4c50c059072b969a21302930388f362b687c,NPInter binding-site,1de29d2a5450b57954d6324ba900569207a68bcd2f7c3e2e316ea1be2b8efac2,360
PAIR:92f28eb119456481d71d6817ec707c81c4a9f0fe6fad1b74234c496e41c9737a,NPInter 主表,aab0c76ff7fdae28f6d15b03443a997f6fbc7bc2c273a07a5fef73bf60c1910f,557
PAIR:83d1a0a1e646c61e5eb6d864343d5fdec173270b0150454d8e2b7698cb8fb5c6,NPInter 主表,9c52d7f528d3178e9217812f5b499c275e31f45c0f63d9e02ede37798c3a9a09,538
PAIR:a5ad215d64af267732b291cee3e7876055b4358286e70d722870f2c11b6d2b0f,NPInter binding-site,0b3876acee6e8459d85659a285943029f82f8c1a8b02bea5384113244bea94ca,977
PAIR:966e6b1c094185dcebc5e3e4096fbd4c8bfe2e8e7d2c6a183327bb5a7c2c9ff9,NPInter binding-site,e9dfe3add14d17a938d9a42fa9356ddc680181c6d3029b216f9a4577c92b8cb4,577
PAIR:df2e5e3cd6b6fb51099620f4a67c205155a60fd6184387fa55b081324f4e550f,NPInter binding-site,aab0c76ff7fdae28f6d15b03443a997f6fbc7bc2c273a07a5fef73bf60c1910f,557
PAIR:0b7993a88ed2299952f747a554462f60d6ee180a84b0e95e0ee3df118ed6d3d7,NPInter binding-site,3c29fa43d6ac2c990693312bc28d6262fa6244a10431e7277ae5201e25b1bab4,414
PDB:7JL0,RCSB PDB,72f163d724fb78d21d880df18982e58a1fbc54f07c29424ef6ef1966abb6ad08,739
PAIR:3a6401b0f4aa29b0df43aecc8a9ded1be3ce4e34159391ba439d2a6962a2f6b5,NPInter binding-site,4a254ab17fd6e25c6ef061a6a774d2f2083dc87d233eddcad9727fd306e733c0,526
PAIR:070b2ba8b777cc01f2a3a2d0d416112faf146e06273244fa8d924e21998435f0,NPInter 主表,a5745e83e4188b1293df15ae00232356e8da907a01516acd93bdab43e5479109,353
PAIR:e6168f514d5e387617639faeafadd1c7dba0e78221c4be43437c7d7cff675f0d,NPInter 主表,1a37f30b16ef926b7496e470dd630772a646849fba314d39472697d9706c0dce,480
PAIR:9737b9bd6d847e9ffeee0c56e340ebf0a003bb928b2f82f93e82bbfa877198a3,NPInter binding-site,0ac226c1624f0a1afc89ff3f2dcac364bc6a7716762d362dcfdc01538e620eb7,240
PAIR:13e8071c296a149ba41c5efbc0e8cef346360ba170101f3491f18ec94709adf9,NPInter binding-site,5f87bc1f67cbb22195abcb4b9134c3bff70c5474369e26fcd2a2b2a1dc102b23,390
PAIR:9f62f04f4600746a76c8c872e09241296f8f099eb60f8e711b06ea6f6b18ec6d,NPInter binding-site,3cf8129cb620c63bbdeb97d01bd5d2e33702c0395ad382e1b92fadebc9cd2017,1336
PAIR:5af58d6a728cb2c751add8ac8071c9507dc49125c7f40649e50799afd1343125,NPInter 主表,c4825fecc4bc380e5bce3a3e3e9e00e83acbca438fbf1428a50d5b8fbd77cbb7,599
PAIR:7c23fbb7b2768c764c3c35abdacfa10e868ac53fce3c65c27a028987dfc7b8ad,NPInter binding-site,8b6e6bfa915a530a1d8ce532ba96efea2b2697974b57e76114de04c1d8f61622,384
PAIR:af5c676892bf7aba337dc2fa95222981c27e238d88ba7d2dc940805198d434ac,NPInter binding-site,8b6e6bfa915a530a1d8ce532ba96efea2b2697974b57e76114de04c1d8f61622,384
PAIR:d74e51ed521f0a4a91bfaaeaa560db1de29e5106d735377ac63647851dc9b461,NPInter binding-site,870ae94170315b2a215d01f49aef0e59f0022145798d3431d0eb2612cb3bb87d,977
PAIR:207b9235d877235bb463fe0266cc9dea45daccae15a1ba0270952cfc5463f834,NPInter 主表,7b11c5b47807fe00f4c20f0290106bb7382782c304c71d5f842906617a1216b0,321
PAIR:17e64047eaa405bdb97d0be97863e81bd31001767ddc5d48e626c1c82b00ab6e,NPInter binding-site,e7b83e519ef6ca16d07cd477eb8474f8141c4f70b20f0ecabce334a03fa13b6b,589
PAIR:fb91201b6a6ca068234e45f81e3a9b92525eedb5402404bd319ab5c3c2b29e6e,NPInter 主表,ce37d1d34d5c2df006d805a55259214093d9a4756e425044d49c03d4d3763d59,373
PAIR:cdfa3e53570466899c0d23dd6ed9607014f17294073d43024c2df8cc9aac5c67,NPInter binding-site,cbe15fc80b0634f84d7299fa370a329e37024ef5afa603899deab1483df850ca,238
PAIR:49a6e88c118d0a6171f8068032c0ea6feaf159fe479c937883c9cc0dab0a88af,NPInter 主表,91afa9c2866d405a99bc80d522153e62749cb0970635f9feff16b3eba4bf7ad7,471
PAIR:6134c016694ce71be6508ea390c16f42458df72082a6b86825db2974919c92be,NPInter 主表,fe91df3a1c93406639f608fdff6fa551ada4b216065b5ab2c1ff16ec12cbb07b,582
PAIR:d88ac83f77bbfe245aed46cf76e2ba6241e594c7f188426f54d28049bd730e81,NPInter binding-site,d53e700e6d239ae8af9ea767b63311bbf6d773032026a1c967246d1f4e663c8b,1129
PAIR:ff72fa2f2d12779f235a2190398bc4a6e0a90fd4565eab09ae8056351c294e62,NPInter binding-site,c4825fecc4bc380e5bce3a3e3e9e00e83acbca438fbf1428a50d5b8fbd77cbb7,599
PAIR:4948981157504479c00d2aaf8c8f8fefe0e3e6d853ada4b685a2880f24700ace,NPInter 主表,e9dfe3add14d17a938d9a42fa9356ddc680181c6d3029b216f9a4577c92b8cb4,577
PAIR:2eeb2e9fa87240a457ce5181d0503c96491e76b99cde2ecd8ddb1a30f7baad01,NPInter 主表,4a254ab17fd6e25c6ef061a6a774d2f2083dc87d233eddcad9727fd306e733c0,526
PAIR:d29de9a8f4f6be12a23068420a1d8b8d25b29bd5f36a8fc77469e325a5d3857a,NPInter binding-site,4a254ab17fd6e25c6ef061a6a774d2f2083dc87d233eddcad9727fd306e733c0,526
PAIR:8ea28b24942f608d34a772d4b35824222ed7ef268ef016072dbc44120996c52a,NPInter binding-site,dd4404fe400b9d8b1c32debc5b5d145baffe92f93cd35733d08b258005b15e0a,958
PAIR:bbb9080a6f7dab82a306ec5d620234818c6430f7833eaa9b8874342e1d1fabbf,NPInter binding-site,75078f3a53de34edd93133af165bd3d5246d26dddb31ce2037c8b11ac97791bf,248
PAIR:d2013c28e810123bf81d011f13e3817adbc2c7229bfe3376ce39781cd926a297,NPInter binding-site,9fe72522f21ef73d3cb27a82fb3d198f1c871bca25715a5049ce11c8653f9956,478
PAIR:cd9c1c407ee1d861df03ab73e79f6cde746ff7a18e72f59974985a9eb8439c69,NPInter binding-site,d8c81a767fda82bb29a7aa451ca725ac4b4b3f5660a754489017ec60d55f4a73,306
PAIR:7ad31bd103aac28dc8385d97d24e4caf46cf8e72a967a199a05814009e196779,NPInter binding-site,7b11c5b47807fe00f4c20f0290106bb7382782c304c71d5f842906617a1216b0,321
PAIR:fdf36f599e1a11d9e10a41ab534a9627c13be0de6544955fed80290c1c01df1c,NPInter binding-site,8b36b8b3623626f203cc3ac25ffd85fe28acdede06fb3a81dfe3bf283803c6aa,446
PAIR:c1a61bfccb1679d8f6b818fc75af08066322253f26a62d5af64b60ecb3fdde3a,NPInter 主表,54f637b916b4bc99b3da957f0029f5302a0a404becdc855712e13eaf50083901,353
PAIR:2c90a279d796d44c2686392a4927278358904038177ad2cd413abe226cf12a3c,NPInter 主表,5ed5e735763d5ee7295541f32f24266389d5d3ccf7a723fb61bf4a407a7e62fa,707
PAIR:8198b68dc50d218aaf75f7b1d2378bdbe748653881838baa40a7cbb8752f99a7,NPInter binding-site,f38477763833ad45b72e03cb48014af398acdca635f0bf9cddaaddcbf31eb0e4,505
PAIR:05c44e3c64a84996f0d1262a189d6fa4cd2353da2a1d4eaeaa910ebb8ed22b17,NPInter binding-site,d50486ee0e1541e0b5cc55502add877912624ce009897e19c42ac0e1ca74c32a,463
PAIR:ebbec1c1672acbabc5d3b316f69920bbef7aad553a573c3b9e68ffbb1fb1122f,NPInter binding-site,4a254ab17fd6e25c6ef061a6a774d2f2083dc87d233eddcad9727fd306e733c0,526
PAIR:e61df6037950150d3d6f98f8e7d3a42d103b141077603fbd5634870a1092cc84,NPInter binding-site,e9dfe3add14d17a938d9a42fa9356ddc680181c6d3029b216f9a4577c92b8cb4,577
PAIR:cc0fe493af3b05e29efb7ebdb09be0164655dc7ae6ee59af04e2d5d8a601eed6,NPInter binding-site,e7b83e519ef6ca16d07cd477eb8474f8141c4f70b20f0ecabce334a03fa13b6b,589
PAIR:06f147c269d3fcee50866201f38e19a521e36dddee36f3df7e246d79a030b865,NPInter binding-site,e7b83e519ef6ca16d07cd477eb8474f8141c4f70b20f0ecabce334a03fa13b6b,589
PAIR:9cc3ec8513b282412ea75dad7d75af78630614b534575970256a5a2a550cef1d,NPInter 主表,9e62ed7fce0b01304350ed65fe685158bd77a0e9365e63398834a250c6394d1e,577
PAIR:023f4fe51d0119f3ca74b2717fb8764cb43e7428dab4fc8e858c7fbc80ed08e7,NPInter 主表,0398f25f8a0f4a4191727351d2fd54d124020728f209a603d3dfc039e2b3299d,352
PAIR:22ede131460013a2a1de84cafb98e0f76a03bee60ac32151b9bdcf49629dc02b,NPInter binding-site,d53e700e6d239ae8af9ea767b63311bbf6d773032026a1c967246d1f4e663c8b,1129
PAIR:f6d8adaf192793d56cb2e27d98536d187a2c7220f773135c452a0debacf1ca43,NPInter binding-site,8b36b8b3623626f203cc3ac25ffd85fe28acdede06fb3a81dfe3bf283803c6aa,446
PAIR:3e744bdcc1bc398a05c19edbb6e12896e108dc6e7f53282f295657f8a3f86159,NPInter binding-site,72d8d68f6efa5b8d5ade4b8102589c310eaa34c382913d2db4228f2fac459841,1246
PAIR:c824d6868990a6e0bc399d262b8093ceac4590c588f561f3ca006977a76e0fe8,NPInter binding-site,f4773c1f8040890d506a167b70759e2a084bbfa1c1606db2ba105c4878e4c798,579
